9.8020	10.1320
10.3500	9.7680
10.0980	9.9880
9.7300	9.9100
9.7540	10.4300
9.8360	9.9020
10.2380	9.8660
9.5300	9.8620
10.1540	9.8200
9.3360	10.4560
9.3780	10.2100
9.7120	10.2640
9.6380	10.2080
9.5180	9.9560
10.2360	9.9100
9.4000	10.0860
10.1960	9.7460
10.1380	9.8280
10.0620	10.2600
10.3940	9.9840
10.2840	10.3480
9.7060	9.9780
9.9060	10.5880
10.3560	9.1980
9.9540	9.7040
9.7960	10.3780
10.3860	10.6080
10.4100	9.9120
10.1720	10.5980
10.2860	9.7120
9.9320	10.2340
10.2980	9.9480
10.3520	9.9320
9.8480	10.3280
10.5140	10.4980
9.9440	9.9340
9.9200	10.0220
9.9080	10.6060
10.1820	9.9900
10.2560	9.2500
12.0400	10.0280
12.0820	10.0440
12.4000	10.1560
11.9880	9.9260
12.3400	9.9180
12.2280	9.9780
12.3480	10.4880
12.0440	9.3580
11.7360	10.1220
12.3500	9.7980
11.2460	10.1220
12.2760	10.9900
12.3740	10.0180
12.5300	10.0000
12.2700	9.7920
12.3640	10.1760
12.4580	10.1800
11.9520	9.6820
11.7720	9.9240
11.5020	10.0080
12.1340	9.4820
11.6280	10.2860
12.0640	9.6160
11.9060	9.8200
11.7360	10.2900
12.1140	10.9040
11.5900	9.7120
12.6480	9.8140
12.1640	11.0180
12.2200	9.7960
11.8460	9.6340
11.8080	10.0580
12.0960	9.8460
11.5940	10.0780
12.2520	9.9380
11.9980	9.6760
11.8940	10.0120
12.2740	9.9360
12.1760	10.3640
12.1040	10.3880
11.3720	11.4660
10.9400	11.4820
11.0840	11.5540
11.2320	11.3740
11.2200	11.6400
10.9620	11.7500
11.0140	11.7460
11.5240	10.9820
11.0120	11.3640
11.2000	11.0620
11.6260	11.8940
11.2300	11.7280
11.1440	11.9100
11.1060	11.8680
11.5300	11.9180
11.2100	11.1140
10.7460	11.7020
11.1540	11.6920
11.4120	11.9240
10.9480	11.5320
10.9880	12.2980
10.9600	11.3920
11.6560	11.3460
11.1780	12.0620
11.3680	11.5600
11.2640	11.7240
11.5540	11.5760
10.9740	11.1140
11.1200	11.6340
11.5100	12.0520
10.9500	11.4020
11.8640	12.4060
11.1980	10.8540
11.6500	11.4960
11.2480	11.7220
11.6020	11.8880
11.4240	11.4540
11.3120	11.7180
10.7360	11.6800
11.5600	11.7980
10.0280	12.2680
9.2820	11.9760
9.1780	11.5300
9.9540	12.3980
9.6220	11.5580
9.9140	11.8440
9.0700	11.0920
10.5780	11.3540
9.5820	12.1400
9.6220	11.5280
9.3500	11.7100
10.2340	11.9740
8.9860	12.3100
9.4380	12.1100
9.5920	12.0120
9.6660	11.8800
9.3640	12.0120
9.7100	11.7720
9.9920	11.8360
9.9160	12.0280
9.3820	12.2260
9.8080	12.2300
9.2720	12.1520
9.3920	11.1800
9.2800	11.9760
9.8480	11.6320
9.3220	11.5140
9.7180	11.9500
9.1200	11.7600
8.9780	12.3700
10.0720	12.2020
9.9660	11.8220
9.5060	11.6480
9.7020	11.5360
9.4500	11.9600
9.9160	11.9620
9.9600	11.5380
9.0140	11.7440
9.0240	11.8460
10.2960	11.6100
7.8700	10.8380
8.1640	10.5340
8.2140	10.6200
8.1660	10.6980
8.0500	10.7460
7.9780	11.1300
8.0800	10.9920
8.4720	11.0820
8.4940	10.5840
8.3540	10.3800
8.0960	10.7140
7.8820	10.8320
7.9080	11.3460
7.8140	10.8720
8.2800	10.1040
8.0820	10.6760
8.0680	10.1180
8.1160	10.6980
8.0420	10.7900
8.0960	10.8780
8.1240	10.9320
8.6320	11.1240
8.2700	10.7160
7.6220	10.1480
8.1980	11.3980
8.5820	11.0640
7.9420	11.0760
8.0040	10.5740
8.5040	11.3780
8.1180	11.0120
7.8740	11.2960
7.6680	10.9240
7.9660	10.7200
7.9400	10.9960
7.9880	11.2280
8.1640	11.1120
8.3860	10.7720
8.2480	10.9940
8.2860	10.7340
8.2240	10.3160
7.9760	9.5780
7.8760	8.7960
8.1720	9.0100
8.0680	9.2020
8.4160	8.6540
8.7100	8.4580
8.0560	8.4340
7.3040	9.2660
8.1180	8.6080
7.6160	9.4460
8.0920	8.9560
8.3680	8.9680
8.0220	9.3340
8.3200	9.0620
7.8320	8.9520
7.7040	8.6720
8.2360	9.1080
8.3700	8.9040
8.3520	8.8960
8.0460	9.2280
7.7100	9.5380
8.5340	8.5500
7.9960	9.1720
8.0460	9.2040
8.6220	9.1740
7.7760	8.8980
8.2260	9.0380
7.9040	9.1940
7.8740	8.8560
7.9920	8.9520
8.2620	9.4680
8.0880	9.2940
8.0340	9.7920
8.3520	9.0160
7.8500	9.3340
8.4040	9.3660
7.8920	8.8080
8.2020	9.2320
7.6680	9.0260
8.2420	9.3080
9.4320	8.6100
10.0660	8.1900
9.1460	8.0440
9.6620	7.8660
9.6000	7.8740
8.6180	8.5520
9.3340	7.6580
9.4240	7.8300
8.8920	8.1660
9.3860	7.7460
9.8780	8.0540
9.5580	7.9480
9.2220	8.0020
9.5200	8.2820
9.7600	7.9320
9.5680	8.0520
9.7360	7.5520
9.5840	8.4780
9.3580	8.2420
9.4040	7.7900
9.4580	8.5400
9.4820	7.7660
8.8440	8.0240
9.2900	8.4720
9.2740	7.5660
9.1100	8.0140
9.5420	7.6880
9.4320	8.1220
9.7860	8.0660
9.3820	7.6640
9.4040	8.2280
9.1460	8.1580
9.6220	8.0040
10.2860	7.8920
9.4300	7.6760
9.4400	8.0580
9.7880	7.6840
9.5860	7.9100
9.6940	7.4480
9.5760	7.8660
11.4420	8.6880
11.4660	8.5580
10.6740	8.9360
11.2300	8.1260
11.6140	8.5880
11.5900	8.4960
11.5360	7.5860
11.6380	8.2660
11.1600	8.4300
10.9040	8.5320
11.2840	8.7420
11.2500	8.1920
10.8400	8.2180
11.7980	8.8360
11.5100	8.0940
10.9320	7.7960
11.4040	8.2060
11.0880	8.3260
11.3340	8.1700
11.2720	8.3940
11.5900	8.4080
11.2120	8.5160
11.5660	8.0240
11.2460	8.5840
11.2520	8.5660
10.7800	8.2940
11.0400	8.3220
11.1980	7.8860
11.1680	8.2620
11.8800	8.0800
11.3560	8.5860
11.1820	8.3420
10.8360	8.6640
11.6960	8.9060
11.2820	8.2800
10.7180	8.5340
10.4440	8.6840
11.1240	8.6180
11.3920	8.9400
11.2120	8.3080
16.6740	9.6380
16.1620	10.3020
16.6120	10.2180
16.1000	9.7020
16.4040	10.0720
15.9300	10.1060
16.1280	9.8880
16.4100	10.1880
15.9820	9.9200
16.2240	10.0200
16.2960	9.4580
16.5860	10.1740
16.3140	10.7160
16.2780	9.4520
16.6220	9.6520
16.2200	9.4940
16.6260	10.1620
16.9820	10.5960
16.2700	10.1280
16.2020	9.7000
16.5320	9.7760
17.1240	9.7260
16.4700	9.6980
16.0040	10.2800
16.3660	9.7960
16.2680	9.5220
16.1300	9.7480
16.6700	10.4980
16.4880	10.5420
16.5700	10.2100
16.4560	10.1120
16.4820	9.9860
16.5840	9.7540
16.1000	9.9300
16.2260	9.6700
16.4480	9.5660
16.5720	9.6240
16.4360	9.4100
16.5020	9.9800
16.4180	9.9660
14.3620	14.6440
14.1380	14.6300
14.0640	15.0720
13.6920	14.9580
14.2380	15.2960
13.7300	15.1280
13.9520	14.8680
13.9860	14.7700
13.9160	14.9960
13.8740	14.9540
14.1680	15.2760
14.2780	15.1520
14.0980	14.9000
13.7640	15.2120
13.9480	14.2180
14.1300	14.8380
13.3620	14.9320
13.5460	14.8440
14.1300	15.1100
13.8160	14.6020
14.3860	14.6860
13.7860	14.7260
14.2040	14.8220
13.8560	15.2060
14.0740	14.3840
13.6800	14.9880
14.2040	14.9760
13.3880	15.3900
13.7080	15.0480
14.1140	15.3660
14.4000	15.0400
14.1940	15.0400
13.8880	15.4360
13.9580	15.3220
13.9220	14.8020
13.6520	14.6020
14.2940	14.9960
13.8100	14.5260
13.4080	15.3400
13.8340	14.7780
8.8260	16.4740
8.3300	16.4880
8.4680	16.3780
8.9040	15.8460
8.6620	16.3540
8.6840	16.7760
8.3300	16.0660
8.9040	16.4020
8.7780	16.4860
8.8100	16.4580
8.3980	16.5760
8.5420	15.9180
9.0640	16.4560
9.1520	16.0940
8.6140	15.9080
8.5660	17.0120
8.1200	16.1100
8.8440	16.0260
8.3980	16.2820
8.8080	15.5900
8.5020	16.1660
8.9420	16.1900
8.3760	16.1120
8.5180	15.8400
8.8780	16.0040
8.5820	16.7740
8.2480	16.1540
8.5880	16.2400
8.7060	16.3740
8.5240	16.3920
8.4580	16.4520
8.8300	16.3600
8.6160	16.1120
8.8440	16.3620
8.4680	15.9280
8.6200	16.6740
8.9740	16.5300
8.8260	16.0840
8.1040	15.9620
8.3860	16.2400
4.5760	12.8780
4.4600	13.1600
3.6320	12.8620
4.2380	12.5060
4.3480	13.2680
3.7880	12.3720
4.1900	12.7720
3.8600	12.7060
3.9780	13.3080
4.3360	12.8540
4.2180	13.0300
4.2500	13.0020
4.3340	13.0600
4.6540	12.5660
4.3800	12.7920
3.9680	13.0160
4.6140	12.5260
3.9500	12.6700
4.0380	12.6700
4.4260	12.2380
4.0660	12.5140
4.2480	12.3920
4.6100	12.9500
4.3280	12.9900
